id,label,prediction,probability,input_text
401,1,0,0.6475921273231506,"the film may appear naked in its narrative form ... but it goes deeper than that , to fundamental choices that include the complexity of the catholic doctrine "
416,1,0,0.6807762980461121,a giggle a minute . 
420,0,1,0.5420870184898376,"one of the more irritating cartoons you will see this , or any , year . "
422,1,0,0.8016823530197144,"it moves quickly , adroitly , and without fuss ; it does n't give you time to reflect on the inanity -- and the cold war datedness -- of its premise . "
433,1,0,0.5949898362159729,"the lion king was a roaring success when it was released eight years ago , but on imax it seems better , not just bigger . "
446,0,1,0.7135637998580933,"with its dogged hollywood naturalism and the inexorable passage of its characters toward sainthood , windtalkers is nothing but a sticky-sweet soap . "
448,1,0,0.7973275184631348,"something akin to a japanese alice through the looking glass , except that it seems to take itself far more seriously . "
449,0,1,0.8105981349945068,oh come on . 
454,0,1,0.5595346093177795,"even on those rare occasions when the narrator stops yammering , miller 's hand often feels unsure . "
494,0,1,0.9770475625991821,"it showcases carvey 's talent for voices , but not nearly enough and not without taxing every drop of one 's patience to get to the good stuff . "
495,1,0,0.7777843475341797,light years / several warp speeds / levels and levels of dilithium crystals better than the pitiful insurrection . 
501,1,0,0.7067047357559204,"harrison 's flowers puts its heart in the right place , but its brains are in no particular place at all . "
509,1,0,0.8504791259765625,a movie that successfully crushes a best selling novel into a timeframe that mandates that you avoid the godzilla sized soda . 
513,0,1,0.7557466626167297,"care deftly captures the wonder and menace of growing up , but he never really embraces the joy of fuhrman 's destructive escapism or the grace-in-rebellion found by his characters . "
519,0,1,0.9276167750358582,moretti 's compelling anatomy of grief and the difficult process of adapting to loss . 
527,0,1,0.7385832071304321,it has all the excitement of eating oatmeal . 
528,1,0,0.9704236388206482,"it haunts , horrifies , startles and fascinates ; it is impossible to look away . "
532,1,0,0.5153242945671082,"for anyone unfamiliar with pentacostal practices in general and theatrical phenomenon of hell houses in particular , it 's an eye-opener . "
543,0,1,0.7215054631233215,"for each chuckle there are at least 10 complete misses , many coming from the amazingly lifelike tara reid , whose acting skills are comparable to a cardboard cutout . "
544,0,1,0.9804562330245972,"although huppert 's intensity and focus has a raw exhilaration about it , the piano teacher is anything but fun . "
546,1,0,0.6493880748748779,"on the heels of the ring comes a similarly morose and humorless horror movie that , although flawed , is to be commended for its straight-ahead approach to creepiness . "
548,0,1,0.6741492748260498,"i 've always dreamed of attending cannes , but after seeing this film , it 's not that big a deal . "
575,0,1,0.5295965075492859,"( director ) o'fallon manages to put some lovely pictures up on the big screen , but his skill at telling a story -- he also contributed to the screenplay -- falls short . "
579,0,1,0.6430870890617371,"every dance becomes about seduction , where backstabbing and betrayals are celebrated , and sex is currency . "
589,1,0,0.8403552770614624,if your taste runs to ` difficult ' films you absolutely ca n't miss it . 
604,0,1,0.6700164079666138,vera 's technical prowess ends up selling his film short ; he smoothes over hard truths even as he uncovers them . 
605,1,0,0.8874897360801697,puts a human face on a land most westerners are unfamiliar with . 
608,1,0,0.7237096428871155,"highbrow self-appointed guardians of culture need not apply , but those who loved cool as ice have at last found a worthy follow-up . "
614,1,0,0.5639976859092712,"against all odds in heaven and hell , it creeped me out just fine . "
616,1,0,0.741292417049408,"there 's really only one good idea in this movie , but the director runs with it and presents it with an unforgettable visual panache . "
631,0,1,0.5558150410652161,burns never really harnesses to full effect the energetic cast . 
633,1,0,0.7063643336296082,"still , as a visual treat , the film is almost unsurpassed . "
634,1,0,0.810435950756073,"harris commands the screen , using his frailty to suggest the ravages of a life of corruption and ruthlessness . "
643,1,0,0.8081774711608887,"the jabs it employs are short , carefully placed and dead-center . "
656,1,0,0.548173725605011,"so much facile technique , such cute ideas , so little movie . "
672,0,1,0.7616948485374451,"in all , this is a watchable movie that 's not quite the memorable experience it might have been . "
673,1,0,0.8655645251274109,"drops you into a dizzying , volatile , pressure-cooker of a situation that quickly snowballs out of control , while focusing on the what much more than the why . "
678,1,0,0.6119837164878845,"the movie is n't just hilarious : it 's witty and inventive , too , and in hindsight , it is n't even all that dumb . "
683,1,0,0.6177170276641846,true tale of courage -- and complicity -- at auschwitz is a harrowing drama that tries to tell of the unspeakable . 
685,1,0,0.9138370156288147,no screen fantasy-adventure in recent memory has the showmanship of clones ' last 45 minutes . 
689,0,1,0.7815771102905273,"once the 50 year old benigni appears as the title character , we find ourselves longing for the block of wood to come back . "
691,1,0,0.693751871585846,"an effectively creepy , fear-inducing ( not fear-reducing ) film from japanese director hideo nakata , who takes the superstitious curse on chain letters and actually applies it . "
692,0,1,0.7644345164299011,"sustains its dreamlike glide through a succession of cheesy coincidences and voluptuous cheap effects , not the least of which is rebecca romijn-stamos . "
695,0,1,0.5329943299293518,"sit through this one , and you wo n't need a magic watch to stop time ; your dvd player will do it for you . "
699,1,0,0.5569146275520325,"... routine , harmless diversion and little else . "
702,0,1,0.6240657567977905,"the reality of the new live-action pinocchio he directed , cowrote and starred in borders on the grotesque . "
727,0,1,0.6337273716926575,"velocity represents everything wrong with '' independent film '' as a commodified , sold-out concept on the american filmmaking scene . "
733,0,1,0.5056183338165283,"the man from elysian fields is a cold , bliss-less work that groans along thinking itself some important comment on how life throws us some beguiling curves . "
735,0,1,0.8898035883903503,the experience of going to a film festival is a rewarding one ; the experiencing of sampling one through this movie is not . 
741,1,0,0.8205834627151489,but it still jingles in the pocket . 
742,1,0,0.6927984356880188,"it 's a demented kitsch mess ( although the smeary digital video does match the muddled narrative ) , but it 's savvy about celebrity and has more guts and energy than much of what will open this year . "
749,1,0,0.8979516625404358,a working class `` us vs. them '' opera that leaves no heartstring untugged and no liberal cause unplundered . 
757,0,1,0.6751850843429565,there 's enough melodrama in this magnolia primavera to make pta proud yet director muccino 's characters are less worthy of puccini than they are of daytime television . 
760,1,0,0.8411486148834229,"writer/director joe carnahan 's grimy crime drama is a manual of precinct cliches , but it moves fast enough to cover its clunky dialogue and lapses in logic . "
764,0,1,0.5392562747001648,"movie fans , get ready to take off ... the other direction . "
771,0,1,0.6450569033622742,"very special effects , brilliantly bold colors and heightened reality ca n't hide the giant achilles ' heel in `` stuart little 2 `` : there 's just no story , folks . "
773,1,0,0.5495399832725525,it 's a beautiful madness . 
782,1,0,0.5507697463035583,the structure the film takes may find matt damon and ben affleck once again looking for residuals as this officially completes a good will hunting trilogy that was never planned . 
785,1,0,0.5608670711517334,"aside from minor tinkering , this is the same movie you probably loved in 1994 , except that it looks even better . "
791,0,1,0.9284061193466187,"it 's somewhat clumsy and too lethargically paced -- but its story about a mysterious creature with psychic abilities offers a solid build-up , a terrific climax , and some nice chills along the way . "
798,0,1,0.54807448387146,"though moonlight mile is replete with acclaimed actors and actresses and tackles a subject that 's potentially moving , the movie is too predictable and too self-conscious to reach a level of high drama . "
805,0,1,0.7611781358718872,"irwin is a man with enough charisma and audacity to carry a dozen films , but this particular result is ultimately held back from being something greater . "
812,1,0,0.6835456490516663,this surreal gilliam-esque film is also a troubling interpretation of ecclesiastes . 
818,0,1,0.5349600315093994,the only excitement comes when the credits finally roll and you get to leave the theater . 
829,0,1,0.63321852684021,teen movies have really hit the skids . 
832,0,1,0.9310688376426697,manages to show life in all of its banality when the intention is quite the opposite . 
834,1,0,0.5395156741142273,collateral damage finally delivers the goods for schwarzenegger fans . 
841,1,0,0.5468538999557495,there 's a wickedly subversive bent to the best parts of birthday girl . 
846,0,1,0.5033819079399109,"an absurdist comedy about alienation , separation and loss . "
847,1,0,0.7651600241661072,"... mafia , rap stars and hood rats butt their ugly heads in a regurgitation of cinematic violence that gives brutal birth to an unlikely , but likable , hero . ' "
862,0,1,0.9963635802268982,"it 's inoffensive , cheerful , built to inspire the young people , set to an unending soundtrack of beach party pop numbers and aside from its remarkable camerawork and awesome scenery , it 's about as exciting as a sunburn . "
867,0,1,0.8352809548377991,has all the depth of a wading pool . 
869,0,1,0.7067062854766846,a subject like this should inspire reaction in its audience ; the pianist does not . 
